rank,lemma,PoS,perMil
4639,threshold,n,13.64
4640,inventory,n,13.63
4641,comply,v,13.63
4642,monetary,j,13.63
4643,transport,n,13.63
4644,shy,j,13.48
4645,drill,v,13.62
4646,influential,j,13.61
4647,verbal,j,13.59
4648,reward,v,13.59
4649,ranking,n,13.58
4650,gram,n,13.57
4651,grasp,v,13.57
4652,puzzle,n,13.57
4653,envelope,n,13.57
4654,heat,v,13.56
4655,classify,v,13.55
4656,enact,v,13.55
4657,unfortunate,j,13.54
4658,scatter,v,13.54
4659,cure,n,13.54
4660,time,v,13.53
4661,dear,u,13.53
4662,slice,v,13.53
4663,readily,r,13.52
4664,damn,u,13.52
4665,discount,n,13.51
4666,addiction,n,13.51
4667,emerging,j,13.50
4668,worthy,j,13.50
4669,marker,n,13.50
4670,juror,n,13.50
4671,mention,n,13.50
4672,blend,v,13.48
4673,businessman,n,13.47
4674,premium,n,13.47
4675,retailer,n,13.47
4676,charge,i,13.47
4677,liver,n,13.47
4678,pirate,n,13.46
4679,protester,n,13.45
4680,outlook,n,13.44
4681,elder,n,13.43
4682,gallon,n,13.43
4683,additionally,r,13.42
4684,ignorance,n,13.42
4685,chemistry,n,13.42
4686,sometime,r,13.41
4687,weed,n,13.40
4688,babe,n,13.40
4689,fraction,n,13.40
4690,cook,n,13.40
4691,conversion,n,13.40
4692,object,v,13.40
4693,tolerate,v,13.39
4694,trail,v,13.39
4695,drown,v,13.39
4696,merit,n,13.38
4697,citizenship,n,13.38
4698,coordinator,n,13.37
4699,validity,n,13.37
4700,european,n,13.37
4701,lightning,n,12.86
4702,turtle,n,13.36
4703,ambition,n,13.36
4704,worldwide,r,13.36
4705,sail,v,13.35
4706,added,j,13.35
4707,delicate,j,13.34
4708,comic,n,13.34
4709,soap,n,13.34
4710,hostile,j,13.34
4711,instruct,v,13.33
4712,shortage,n,13.33
4713,useless,j,13.33
4714,booth,n,13.33
4715,diary,n,13.33
4716,gasp,v,13.32
4717,suspicious,j,13.32
4718,transit,n,13.31
4719,excite,v,13.31
4720,publishing,n,13.31
4721,curiosity,n,13.30
4722,grid,n,13.30
4723,rolling,j,13.29
4724,bow,n,13.28
4725,cruel,j,13.28
4726,disclosure,n,13.28
4727,rival,n,13.27
4728,denial,n,13.26
4729,secular,j,13.26
4730,flood,v,13.26
4731,speculation,n,13.26
4732,sympathy,n,13.26
4733,tender,j,13.25
4734,inappropriate,j,13.25
4735,o'clock,r,13.24
4736,sodium,n,13.24
4737,divorce,v,13.23
4738,spring,v,13.21
4739,bang,v,13.21
4740,challenging,j,13.21
4741,ipad,n,13.20
4742,sack,n,13.20
4743,barn,n,13.18
4744,reliability,n,13.18
4745,hormone,n,13.18
4746,footage,n,13.18
4747,carve,v,13.18
4748,alley,n,13.16
4749,ease,n,13.16
4750,coastal,j,13.15
4751,cafe,n,13.15
4752,partial,j,13.14
4753,flexible,j,13.14
4754,experienced,j,13.14
4755,mixed,j,13.12
4756,vampire,n,13.12
4757,optimistic,j,13.12
4758,dessert,n,13.12
4759,well-being,n,13.11
4760,northeast,n,13.11
4761,specialize,v,13.10
4762,fleet,n,13.10
4763,availability,n,13.10
4764,compliance,n,13.09
4765,pin,n,13.08
4766,pork,n,13.08
4767,astronomer,n,13.07
4768,like,n,13.07
4769,forbid,v,13.06
4770,installation,n,13.05
4771,boil,v,13.05
4772,nest,n,13.04
4773,exclusively,r,13.04
4774,goat,n,13.03
4775,shallow,j,13.03
4776,equip,v,13.03
4777,equivalent,n,13.03
4778,betray,v,13.02
4779,willingness,n,13.02
4780,banker,n,13.02
4781,interval,n,13.02
4782,gasoline,n,13.02
4783,encouraging,j,13.02
4784,rain,v,13.01
4785,exchange,v,13.01
4786,bucket,n,13.01
4787,theft,n,13.00
4788,laundry,n,12.99
4789,constraint,n,12.99
4790,dying,j,12.98
4791,hatred,n,12.98
4792,jewelry,n,12.98
4793,migration,n,12.98
4794,invention,n,12.97
4795,loving,j,12.96
4796,revenge,n,12.96
4797,unprecedented,j,12.95
4798,outline,v,12.95
4799,sheer,j,12.94
4800,halloween,n,12.94
4801,sweetheart,n,12.94
4802,spit,v,12.94
4803,lazy,j,12.93
4804,intimate,j,12.93
4805,defender,n,12.92
4806,technically,r,12.92
4807,battle,v,12.91
4808,cure,v,12.90
4809,peanut,n,12.90
4810,unclear,j,12.89
4811,piss,v,12.88
4812,workout,n,12.88
4813,wilderness,n,12.87
4814,compelling,j,12.87
4815,eleven,m,12.87
4816,arm,v,12.87
4817,backyard,n,12.86
4818,alike,r,12.86
4819,partially,r,12.86
4820,transport,v,12.86
4821,guardian,n,12.86
4822,passionate,j,12.85
4823,scripture,n,12.85
4824,midst,n,12.84
4825,ideological,j,12.84
4826,apart,i,12.84
4827,thrive,v,12.83
4828,sensitivity,n,12.83
4829,trigger,n,12.82
4830,emotionally,r,12.82
4831,ignorant,j,12.82
4832,explicitly,r,12.82
4833,unfold,v,12.82
4834,headache,n,12.81
4835,eternal,j,12.81
4836,chop,v,12.80
4837,ego,n,12.80
4838,spectacular,j,12.80
4839,deposit,n,12.80
4840,verdict,n,12.79
4841,regard,n,12.79
4842,accountability,n,12.79
4843,nominate,v,12.79
4844,civic,j,12.79
4845,uncover,v,12.78
4846,critique,n,12.77
4847,aisle,n,12.76
4848,tropical,j,12.76
4849,annually,r,12.76
4850,eighth,m,12.76
4851,blast,n,12.75
4852,corrupt,j,12.74
4853,compassion,n,12.74
4854,scratch,v,12.73
4855,verify,v,12.72
4856,offender,n,12.71
4857,inherit,v,12.70
4858,strive,v,12.68
4859,downtown,r,12.68
4860,chunk,n,12.66
4861,appreciation,n,12.66
4862,canvas,n,12.66
4863,punch,n,12.65
4864,short-term,j,12.64
4865,proceedings,n,12.64
4866,magical,j,12.63
4867,loyal,j,12.63
4868,aah,u,12.62
4869,desperately,r,12.62
4870,throne,n,12.62
4871,brutal,j,12.61
4872,spite,i,12.61
4873,propaganda,n,12.61
4874,irony,n,12.60
4875,soda,n,12.60
4876,projection,n,12.59
4877,dutch,j,12.58
4878,parental,j,12.58
4879,disabled,j,12.58
4880,collector,n,12.57
4881,re-election,n,12.56
4882,disappointment,n,12.56
4883,comic,j,12.56
4884,aid,v,12.56
4885,happily,r,12.55
4886,steep,j,12.54
4887,fancy,j,12.54
4888,counter,v,12.53
4889,listener,n,12.53
4890,whip,v,12.53
4891,public,r,12.53
4892,drawer,n,12.52
4893,heck,n,12.52
4894,developmental,j,12.52
4895,ideal,n,12.52
4896,ash,n,12.51
4897,socially,r,12.51
4898,courtroom,n,12.51
4899,stamp,n,12.51
4900,solo,n,12.51
4901,trainer,n,12.51
4902,induce,v,12.50
4903,anytime,n,12.50
4904,morality,n,12.50
4905,syrian,j,12.49
4906,pipeline,n,12.49
4907,bride,n,12.49
4908,instant,j,12.49
4909,spark,v,12.48
4910,doorway,n,12.48
4911,interface,n,12.48
4912,learner,n,12.48
4913,casino,n,12.48
4914,placement,n,12.48
4915,cord,n,12.43
4916,fan,v,12.48
4917,conception,n,12.48
4918,flexibility,n,12.48
4919,thou,p,12.47
4920,tax,v,12.46
4921,elegant,j,12.46
4922,flaw,n,12.46
4923,locker,n,12.45
4924,peel,v,12.45
4925,campaign,v,12.45
4926,twist,n,12.44
4927,spell,n,12.44
4928,objective,j,12.43
4929,plea,n,12.43
4930,goddamn,j,12.42
4931,import,n,12.42
4932,stack,n,12.42
4933,gosh,u,12.41
4934,philosophical,j,12.41
4935,junk,n,12.41
4936,bicycle,n,12.40
4937,vocal,j,12.40
4938,chew,v,12.39
4939,destiny,n,12.39
4940,ambitious,j,12.38
4941,unbelievable,j,12.38
4942,vice,n,12.38
4943,halfway,r,12.37
4944,jealous,j,12.37
4945,sphere,n,12.35
4946,invade,v,12.35
4947,sponsor,n,12.35
4948,excessive,j,12.34
4949,countless,j,12.34
4950,sunset,n,12.33
4951,interior,j,12.33
4952,accounting,n,12.33
4953,faithful,j,12.32
4954,freely,r,12.31
4955,extract,v,12.31
4956,adaptation,n,12.30
4957,ray,n,12.30
4958,depressed,j,12.30
4959,emperor,n,12.30
4960,wagon,n,12.30
4961,columnist,n,12.30
4962,jungle,n,12.30
4963,embarrassed,j,12.29
4964,trillion,n,12.29
4965,breeze,n,12.29
4966,blame,n,12.28
4967,foster,v,12.27
4968,venue,n,12.26
4969,discourage,v,12.26
4970,disturbing,j,12.26
4971,riot,n,12.25
4972,isolation,n,12.25
4973,explicit,j,12.25
4974,commodity,n,12.24
4975,attendance,n,12.24
4976,tab,n,12.24
4977,consequently,r,12.24
4978,dough,n,12.24
4979,novel,j,12.24
4980,streak,n,12.23
4981,silk,n,12.22
4982,similarity,n,12.21
4983,steak,n,12.21
4984,dancing,n,12.21
4985,petition,n,12.20
4986,viable,j,12.20
4987,breathing,n,12.20
4988,mm,u,12.19
4989,balloon,n,12.19
4990,monument,n,12.18
4991,try,n,12.18
4992,cue,n,12.18
4993,sleeve,n,12.18
4994,toll,n,12.16
4995,reluctant,j,12.16
4996,warrant,n,12.16
4997,stiff,j,11.60
4998,tattoo,n,12.16
4999,softly,r,12.16
5000,sudden,r,12.16
5001,graduation,n,12.15
5002,japanese,n,12.15
5003,deliberately,r,12.15
5004,consecutive,j,12.14
5005,upgrade,v,12.14
5006,associate,j,12.14
5007,accurately,r,12.14
5008,strictly,r,12.12
5009,leak,v,12.11
5010,casualty,n,12.10
5011,risky,j,12.10
5012,banana,n,12.10
5013,blank,j,12.10
5014,beneficial,j,12.10
5015,shrink,v,12.09
5016,chat,v,12.08
5017,rack,n,12.08
5018,rude,j,12.08
5019,usage,n,12.08
5020,testament,n,12.08
5021,browser,n,12.07
5022,processor,n,12.07
5023,thigh,n,12.07
5024,perceived,j,12.06
5025,yield,n,12.05
5026,talking,n,12.04
5027,merchant,n,12.04
5028,quantum,n,12.03
5029,eyebrow,n,12.03
5030,surrounding,j,12.03
5031,vocabulary,n,12.02
5032,ashamed,j,12.02
5033,eh,u,12.02
5034,radar,n,12.02
5035,stunning,j,12.01
5036,murderer,n,12.01
5037,burger,n,12.00
5038,collar,n,12.00
5039,align,v,12.00
5040,textbook,n,11.99
5041,sensation,n,11.99
5042,afterward,r,11.98
5043,charm,n,11.97
5044,sunny,j,11.97
5045,hammer,n,11.97
5046,keyboard,n,11.97
5047,persist,v,11.96
5048,wheat,n,11.96
5049,predator,n,11.96
5050,bizarre,j,11.96
