rank,lemma,perMil,duplicate_count
1239,doubt,75.89,2
1240,hill,75.89,1
1241,kitchen,75.7,1
1242,favor,75.69,3
1243,achieve,75.47,1
1244,request,75.25,2
1245,screen,75.23,1
1246,generally,75.21,1
1247,mistake,75.17,1
1248,estimate,74.99,2
1249,arrest,74.73,2
1250,basic,74.73,1
1251,display,74.7,2
1252,neither,74.57,2
1253,corner,74.57,1
1254,driver,74.42,1
1255,beginning,74.37,1
1256,spread,74.3,2
1257,religion,74.26,1
1258,crisis,74.21,1
1259,museum,74.08,1
1260,engage,74.01,1
1261,communication,73.93,1
1262,express,73.79,1
1263,huh,73.77,1
1264,encourage,73.77,1
1265,blog,73.68,1
1266,french,73.68,2
1267,kick,73.59,2
1268,belief,73.58,1
1269,debt,73.53,1
1270,labor,73.27,1
1271,abuse,73.24,2
1272,understanding,73.16,1
1273,balance,73.15,2
1274,neighborhood,73.14,1
1275,contract,73.08,1
1276,species,73.05,1
1277,additional,73.05,1
1278,desire,73.0,2
1279,sample,73.0,1
1280,involved,72.96,1
1281,mostly,72.89,1
1282,path,72.84,1
1283,concerned,72.82,1
1284,indian,72.79,2
1285,apple,72.78,1
1286,complex,72.75,2
1287,plus,72.61,2
1288,god,72.53,1
1289,wonderful,72.45,1
1290,library,72.43,1
1291,prison,72.38,1
1292,hole,72.34,1
1293,code,72.16,1
1294,sales,72.1,1
1295,award,71.95,2
1296,gift,71.87,1
1297,refuse,71.78,1
1298,garden,71.74,1
1299,introduce,71.72,1
1300,blame,71.50999999999999,2
1301,definitely,71.48,1
1302,lake,71.44,1
1303,earn,71.19,1
1304,cook,71.19,2
1305,plane,71.18,1
1306,vehicle,71.16,1
1307,examine,71.0,1
1308,waste,70.97,2
1309,application,70.94,1
1310,witness,70.9,2
1311,coffee,70.86,1
1312,criminal,70.55,2
1313,ignore,70.5,1
1314,reform,70.5,1
1315,gold,70.39,1
1316,planet,70.31,1
1317,location,70.16,1
1318,bird,70.15,1
1319,amazing,70.01,1
1320,exchange,69.94,2
1321,principle,69.89,1
1322,promote,69.89,1
1323,nine,69.88,1
1324,launch,69.88,2
1325,alive,69.85,1
1326,possibility,69.8,1
1327,sky,69.77,1
1328,otherwise,69.73,1
1329,grant,69.72,2
1330,mix,69.67999999999999,2
1331,remind,69.67,1
1332,healthy,69.51,1
1333,stress,69.47,2
1334,horse,69.37,1
1335,novel,69.35,2
1336,advantage,69.35,1
1337,commercial,69.3,1
1338,steal,69.29,1
1339,basis,69.24,1
1340,context,69.15,1
1341,highly,69.07,1
1342,christmas,69.02,1
1343,strength,69.02,1
1344,monday,68.97,1
1345,beach,68.78,1
1346,purchase,68.7,2
1347,writing,68.68,1
1348,master,68.66,1
1349,scale,68.62,1
1350,resident,68.57,1
1351,football,68.55,1
1352,sweet,68.38,1
1353,failure,68.36,1
1354,paint,68.35,2
1355,reporter,68.31,1
1356,catholic,68.28,2
1357,commit,68.27,1
1358,suspect,68.24000000000001,2
1359,vision,68.19,1
1360,truly,68.16,1
1361,stupid,68.07,1
1362,chinese,68.05,1
1363,connection,68.02,1
1364,camp,67.98,1
1365,stone,67.93,1
1366,truck,67.88,1
1367,afternoon,67.85,1
1368,responsible,67.8,1
1369,secretary,67.8,1
1370,apparently,67.72,1
1371,smart,67.7,1
1372,southern,67.65,1
1373,totally,67.59,1
1374,tip,67.58,2
1375,western,67.56,1
1376,conflict,67.53,1
1377,collect,67.53,1
1378,burn,67.36,1
1379,learning,67.35,1
1380,contribute,67.24,1
1381,british,67.17,1
1382,following,67.15,1
1383,copy,67.08,2
1384,newspaper,67.07,1
1385,foundation,67.05,1
1386,variety,67.02,1
1387,perspective,67.01,1
1388,presence,66.88,1
1389,stare,66.86,1
1390,guide,66.81,2
1391,taste,66.77,2
1392,lesson,66.72,1
1393,appreciate,66.68,1
1394,schedule,66.66,2
1395,observe,66.66,1
1396,print,66.61,2
1397,currently,66.52,1
1398,crowd,66.43,1
1399,apartment,66.35,1
1400,quote,66.33,2
1401,survive,66.3,1
1402,guest,66.28,1
1403,soul,66.21,1
1404,intelligence,66.15,1
1405,protection,66.15,1
1406,yesterday,66.1,1
1407,dry,66.09,2
1408,somewhere,66.08,1
1409,sick,66.07,1
1410,smell,65.98,2
1411,reading,65.88,1
1412,border,65.88,1
1413,terms,65.87,1
1414,leadership,65.86,1
1415,attitude,65.75,1
1416,decline,65.5,2
1417,um,65.49,1
1418,deny,65.34,1
1419,seriously,65.28,1
1420,actual,65.27,1
1421,recall,65.24,1
1422,dozen,65.18,2
1423,fix,65.18,1
1424,regard,65.06,3
1425,negative,65.05,1
1426,alternative,65.03,2
1427,pack,65.0,2
1428,connect,64.91,1
1429,website,64.86,1
1430,distance,64.86,1
1431,regular,64.74,1
1432,climate,64.67,1
1433,relation,64.65,1
1434,flight,64.6,1
1435,graduate,64.53,2
1436,dangerous,64.52,1
1437,boat,64.48,1
1438,aspect,64.42,1
1439,grab,64.4,1
1440,january,64.16,1
1441,liberal,64.12,2
1442,independent,64.08,1
1443,volume,64.08,1
1444,joke,64.07,2
1445,am,64.06,1
1446,lots,64.05,1
1447,theater,64.0,1
1448,aware,63.93,1
1449,identity,63.89,1
1450,extra,63.84,1
1451,demonstrate,63.71,1
1452,fully,63.68,1
1453,appeal,63.67,2
1454,tuesday,63.62,1
1455,facility,63.56,1
1456,flow,63.47,2
1457,rain,63.449999999999996,2
1458,farm,63.38,1
1459,august,63.26,1
1460,hire,63.24,1
1461,russian,63.220000000000006,2
1462,shoe,62.96,1
1463,institute,62.89,1
1464,overall,62.64,2
1465,smoke,62.64,2
1466,quarter,62.57,1
1467,basically,62.48,1
1468,forest,62.38,1
1469,multiple,62.13,1
1470,poll,62.11,1
1471,advance,62.07,2
1472,wild,62.04,1
1473,twice,62.0,1
1474,background,61.86,1
1475,settle,61.86,1
1476,giant,61.84,2
1477,winter,61.83,1
1478,presidential,61.78,1
1479,operate,61.73,1
1480,muslim,61.65,2
1481,division,61.32,1
1482,slowly,61.32,1
1483,advice,61.29,1
1484,reaction,61.24,1
1485,injury,61.2,1
1486,ticket,61.15,1
1487,grade,61.14,1
1488,wow,61.13,1
1489,birth,61.1,1
1490,lock,61.05,2
1491,painting,60.97,1
1492,outcome,60.92,1
1493,enemy,60.9,1
1494,kiss,60.88,2
1495,being,60.78,1
1496,storm,60.7,1
1497,bowl,60.66,1
1498,commission,60.64,1
1499,captain,60.61,1
1500,bet,60.59,2
1501,double,60.59,2
1502,ear,60.58,1
1503,troop,60.56,1
1504,wood,60.54,1
1505,root,60.53,2
1506,minister,60.17,1
1507,neighbor,60.17,1
1508,tiny,60.13,1
1509,mental,60.12,1
1510,software,60.12,1
1511,glad,60.1,1
1512,load,60.07000000000001,2
1513,finding,60.05,1
1514,damn,59.98,3
1515,lord,59.98,1
1516,transfer,59.97,2
1517,temperature,59.91,1
1518,quiet,59.9,1
1519,bright,59.87,1
1520,annual,59.72,1
1521,procedure,59.7,1
1522,tradition,59.51,1
1523,threaten,59.45,1
1524,round,59.309999999999995,2
1525,strange,59.28,1
1526,actor,59.27,1
1527,active,59.21,1
1528,cat,59.18,1
1529,bus,59.17,1
1530,depend,59.14,1
1531,clothes,59.07,1
1532,german,59.07,2
1533,aim,58.989999999999995,2
1534,affair,58.96,1
1535,category,58.88,1
1536,topic,58.82,1
1537,victory,58.75,1
1538,evil,58.68,2
1539,towards,58.66,1
1540,map,58.63,1
1541,egg,58.61,1
1542,ensure,58.56,1
1543,expression,58.53,1
1544,session,58.52,1
1545,competition,58.51,1
1546,possibly,58.48,1
1547,technique,58.44,1
1548,intend,58.38,1
1549,impossible,58.3,1
1550,escape,58.25,2
1551,moral,58.19,1
1552,academic,58.12,1
1553,wine,58.02,1
1554,somehow,58.0,1
1555,addition,57.97,2
1556,gather,57.97,1
1557,scientific,57.95,1
1558,square,57.94,2
1559,african,57.9,1
1560,participate,57.76,1
1561,gay,57.6,1
1562,appropriate,57.56,1
1563,youth,57.53,1
1564,signal,57.48,2
1565,recommend,57.34,1
1566,weather,57.34,1
1567,fellow,57.230000000000004,2
1568,medicine,57.21,1
1569,obvious,57.09,1
1570,thursday,57.01,1
1571,explore,56.87,1
1572,extend,56.85,1
1573,bay,56.82,1
1574,frame,56.81,2
1575,invite,56.81,1
1576,ah,56.77,1
1577,belong,56.74,1
1578,broad,56.71,1
1579,obtain,56.71,1
1580,conclusion,56.69,1
1581,progress,56.56,1
1582,pop,56.36,2
1583,assessment,56.35,1
1584,cash,56.25,1
1585,defend,56.22,1
1586,trail,56.13,2
1587,representative,56.12,2
1588,aid,56.11,2
1589,pound,56.06,1
1590,married,56.02,1
1591,pair,55.92,1
1592,slightly,55.78,1
1593,loan,55.74,1
1594,cast,55.739999999999995,2
1595,village,55.6,1
1596,historical,55.41,1
1597,meaning,55.4,1
1598,lift,55.34,1
1599,ourselves,55.34,1
1600,bone,55.3,1
1601,apart,55.3,2
1602,honey,55.3,1
1603,consequence,55.27,1
1604,unique,55.21,1
1605,regulation,55.11,1
1606,familiar,55.03,1
1607,classroom,54.93,1
1608,stretch,54.89,2
1609,reference,54.77,1
1610,emerge,54.76,1
1611,lunch,54.68,1
1612,ad,54.65,1
1613,instruction,54.59,1
1614,emergency,54.58,1
1615,thinking,54.58,1
1616,tour,54.54,1
1617,combine,54.51,1
1618,moon,54.45,1
1619,sad,54.42,1
1620,december,54.34,1
1621,anywhere,54.32,1
1622,rush,54.300000000000004,2
1623,chicken,54.29,1
1624,fuel,54.26,1
1625,construction,54.12,1
1626,wednesday,54.08,1
1627,deserve,54.03,1
1628,famous,53.95,1
1629,intervention,53.73,1
1630,grand,53.7,1
1631,confirm,53.63,1
1632,lucky,53.61,1
1633,insist,53.51,1
1634,coast,53.49,1
1635,proud,53.44,1
1636,fourth,53.41,1
1637,cop,53.35,1
1638,angry,53.35,1
1639,native,53.32,1
1640,supreme,53.3,1
1641,baseball,53.24,1
1642,email,53.2,1
1643,accident,53.15,1
1644,duty,53.04,1
1645,growing,53.03,1
1646,revenue,52.95,1
1647,expand,52.9,1
1648,trend,52.82,1
1649,repeat,52.66,1
1650,breath,52.65,1
1651,inch,52.64,1
1652,neck,52.58,1
1653,core,52.56,1
1654,terrible,52.55,1
1655,relatively,52.44,1
1656,soft,52.19,1
1657,generate,52.16,1
1658,extremely,52.15,1
1659,monitor,52.120000000000005,2
1660,forever,52.11,1
1661,corporate,52.08,1
1662,prefer,52.05,1
1663,cheap,51.95,1
1664,literature,51.89,1
1665,mayor,51.84,1
1666,importance,51.78,1
1667,emotional,51.69,1
1668,danger,51.69,1
1669,knee,51.66,1
1670,ass,51.6,1
1671,capture,51.57,1
1672,update,51.55,2
1673,traffic,51.5,1
1674,plate,51.29,1
1675,equipment,51.25,1
1676,select,51.16,1
1677,command,51.129999999999995,2
1678,studio,51.11,1
1679,expensive,51.1,1
1680,engine,51.08,1
1681,adopt,50.96,1
1682,luck,50.94,1
1683,via,50.92,1
1684,pm,50.91,1
1685,panel,50.9,1
1686,hero,50.87,1
1687,circle,50.86,1
1688,theme,50.82,1
1689,critic,50.82,1
1690,terrorist,50.82,2
1691,solve,50.79,1
1692,busy,50.72,1
1693,episode,50.71,1
1694,requirement,50.63,1
1695,politician,50.52,1
1696,israeli,50.51,2
1697,reply,50.46,2
1698,colleague,50.44,1
1699,disappear,50.4,1
1700,beer,50.38,1
1701,predict,50.36,1
1702,tired,50.32,1
1703,democracy,50.3,1
1704,ultimately,50.25,1
1705,works,50.22,1
1706,setting,50.22,1
1707,unfortunately,50.21,1
1708,united,50.1,1
1709,pool,50.02,1
1710,volunteer,50.0,2
1711,educational,49.98,1
1712,empty,49.91,1
1713,comfortable,49.88,1
1714,swing,49.870000000000005,2
1715,useful,49.82,1
1716,investigate,49.82,1
1717,pocket,49.81,1
1718,digital,49.81,1
1719,plenty,49.71,1
1720,entirely,49.7,1
1721,afford,49.59,1
1722,sugar,49.58,1
1723,japanese,49.58,2
1724,teaching,49.51,1
1725,chairman,49.47,1
1726,error,49.39,1
1727,bridge,49.37,1
1728,tall,49.32,1
1729,specifically,49.27,1
1730,flower,49.26,1
1731,mess,49.25,2
1732,universe,49.2,1
1733,acknowledge,49.15,1
1734,crash,49.09,2
1735,coverage,49.04,1
1736,crew,49.01,1
1737,assistant,48.97,2
1738,lip,48.97,1
1739,locate,48.92,1
1740,equal,48.86,1
1741,lean,48.82,1
1742,zone,48.74,1
1743,gender,48.73,1
1744,wedding,48.7,1
1745,used,48.63,1
1746,protest,48.6,2
1747,prior,48.57,2
1748,relative,48.56,2
1749,meal,48.5,1
1750,minority,48.39,1
1751,switch,48.38,2
1752,sight,48.36,1
1753,soviet,48.25,1
1754,profit,48.22,1
1755,careful,48.18,1
1756,tape,48.14,1
1757,ocean,48.11,1
1758,unidentified,48.08,1
1759,circumstance,48.02,1
1760,boss,47.98,1
1761,declare,47.93,1
1762,chemical,47.9,2
1763,domestic,47.85,1
1764,tea,47.84,1
1765,secure,47.84,2
1766,organize,47.83,1
1767,rank,47.82,2
1768,surround,47.65,1
1769,manner,47.61,1
1770,surprised,47.6,1
1771,percentage,47.54,1
1772,massive,47.5,1
1773,cloud,47.47,1
1774,winner,47.46,1
1775,honest,47.44,1
1776,propose,47.37,1
1777,rely,47.36,1
1778,vice,47.28,2
1779,sentence,47.26,1
1780,label,47.21,2
1781,regarding,47.18,1
1782,excellent,47.18,1
1783,appearance,47.18,1
1784,beauty,47.15,1
1785,salt,47.15,1
1786,component,47.13,1
1787,bottle,47.13,1
1788,fee,47.1,1
1789,rape,47.03,2
1790,jewish,47.03,1
1791,yours,46.96,1
1792,shirt,46.91,1
1793,plastic,46.78,1
1794,tooth,46.73,1
1795,meat,46.73,1
1796,illegal,46.71,1
1797,significantly,46.7,1
1798,february,46.7,1
1799,constitution,46.68,1
1800,definition,46.67,1
1801,uncle,46.62,1
1802,metal,46.59,1
1803,album,46.57,1
1804,self,46.55,1
1805,suppose,46.54,1
1806,investor,46.53,1
1807,fruit,46.51,1
1808,holy,46.49,1
1809,palestinian,46.46,2
1810,desk,46.46,1
1811,eastern,46.39,1
1812,tight,46.379999999999995,2
1813,valley,46.37,1
1814,largely,46.33,1
1815,abortion,46.26,1
1816,classic,46.25,2
1817,chapter,46.23,1
1818,commitment,46.13,1
1819,celebrate,46.1,1
1820,peer,46.08,2
1821,prime,45.99,1
1822,shock,45.95,2
1823,urban,45.95,1
1824,unlike,45.95,2
1825,internal,45.93,1
1826,bother,45.92,1
1827,proposal,45.87,1
1828,capacity,45.83,1
1829,guilty,45.81,1
1830,warn,45.8,1
1831,advocate,45.78,2
1832,weak,45.78,1
1833,nose,45.75,1
1834,variable,45.72,1
1835,convention,45.71,1
1836,jury,45.66,1
1837,incident,45.62,1
1838,climb,45.58,1
1839,hearing,45.55,1
1840,everywhere,45.51,1
1841,magic,45.51,2
1842,payment,45.45,1
1843,conclude,45.43,1
1844,scream,45.42,1
1845,surgery,45.36,1
1846,shadow,45.34,1
1847,increasingly,45.29,1
1848,chest,45.23,1
1849,amendment,45.19,1
1850,slide,45.19,2
1851,besides,45.16,2
1852,complain,45.14,1
1853,extent,45.12,1
1854,pleasure,45.11,1
1855,nod,45.09,1
1856,holiday,45.09,1
1857,draft,45.019999999999996,2
1858,super,45.01,1
1859,necessarily,45.0,1
1860,talent,45.0,1
1861,net,44.980000000000004,2
1862,expectation,44.96,1
1863,accuse,44.8,1
1864,knock,44.8,1
1865,previously,44.79,1
1866,wing,44.74,1
1867,arab,44.74,2
1868,corporation,44.72,1
1869,sector,44.71,1
1870,experiment,44.65,1
1871,finance,44.59,2
1872,thin,44.59,1
1873,farmer,44.57,1
1874,rare,44.55,1
1875,confidence,44.46,1
1876,bunch,44.3,1
1877,bite,44.29,2
1878,cite,44.12,1
1879,northern,44.11,1
1880,speaker,44.09,1
1881,breast,44.09,1
1882,contribution,44.05,1
1883,creative,43.98,1
1884,leaf,43.98,1
1885,interaction,43.95,1
1886,hat,43.94,1
1887,pursue,43.9,1
1888,nurse,43.83,1
1889,long-term,43.78,1
1890,gene,43.77,1
1891,package,43.75,1
1892,weird,43.74,1
1893,difficulty,43.73,1
1894,hardly,43.72,1
1895,daddy,43.68,1
1896,era,43.64,1
1897,encounter,43.55,2
1898,vs,43.54,1
1899,personally,43.54,1
1900,invest,43.54,1
1901,notion,43.53,1
1902,explanation,43.5,1
1903,airport,43.48,1
1904,chain,43.46,1
1905,expose,43.42,1
1906,convince,43.39,1
1907,channel,43.34,1
1908,carefully,43.34,1
1909,estate,43.33,1
1910,initial,43.27,1
1911,forth,43.13,1
1912,crack,43.099999999999994,2
1913,bond,43.04,1
1914,birthday,43.03,1
1915,pray,43.0,1
1916,improvement,42.96,1
1917,ancient,42.92,1
1918,loud,42.91,2
1919,ought,42.9,1
1920,pitch,42.769999999999996,2
1921,brown,42.72,1
1922,fashion,42.7,1
1923,length,42.68,1
1924,sheet,42.66,1
1925,funding,42.65,1
1926,meanwhile,42.6,1
1927,fault,42.58,1
1928,barely,42.55,1
1929,eliminate,42.54,1
1930,motion,42.53,1
1931,essential,42.52,1
1932,combination,42.43,1
1933,limited,42.43,1
1934,dear,42.41,2
1935,description,42.39,1
1936,snow,42.32,1
1937,implement,42.3,1
1938,chase,42.17,2
1939,proper,42.1,1
1940,marketing,42.07,1
1941,approve,42.03,1
1942,bomb,41.97,1
1943,slip,41.96,1
1944,regional,41.95,1
1945,muscle,41.94,1
1946,orange,41.92,2
1947,creation,41.81,1
1948,typically,41.78,1
1949,spending,41.77,1
1950,instrument,41.76,1
1951,increased,41.65,1
1952,inspire,41.51,1
1953,noise,41.43,1
1954,yellow,41.42,1
1955,e-mail,41.38,1
1956,cycle,41.38,1
1957,app,41.37,1
1958,golden,41.34,1
1959,inform,41.32,1
1960,reject,41.32,1
1961,flat,41.3,2
1962,perception,41.3,1
1963,visitor,41.29,1
1964,contrast,41.27,1
1965,given,41.27,2
1966,judgment,41.25,1
1967,FALSE,41.23,1
1968,glance,41.22,2
1969,regime,41.15,1
1970,merely,41.13,1
1971,producer,41.13,1
1972,whoa,41.12,1
1973,route,41.1,1
1974,analyst,41.07,1
1975,typical,41.07,1
1976,elect,41.02,1
1977,objective,40.94,2
1978,disability,40.84,1
1979,comparison,40.81,1
1980,upset,40.81,2
1981,rating,40.74,1
1982,campus,40.74,1
1983,assess,40.64,1
1984,delay,40.61,2
1985,branch,40.58,1
1986,solid,40.58,1
1987,mad,40.57,1
1988,somewhat,40.57,1
1989,gentleman,40.56,1
1990,opposition,40.55,1
1991,reserve,40.47,2
1992,aside,40.4,1
1993,athlete,40.38,1
1994,opening,40.33,1
1995,prayer,40.32,1
1996,frequently,40.32,1
1997,employ,40.3,1
1998,basketball,40.29,1
1999,existing,40.25,1
2000,revolution,40.24,1
2001,click,40.23,1
2002,emotion,40.23,1
2003,ban,40.2,2
2004,platform,40.2,1
2005,marine,40.04,2
2006,brand,40.03,1
2007,enable,40.02,1
2008,legislation,39.97,1
2009,thick,39.96,1
2010,lab,39.95,1
2011,oppose,39.93,1
2012,row,39.91,1
2013,collapse,39.87,2
2014,immigration,39.85,1
2015,asset,39.84,1
2016,observation,39.83,1
2017,attract,39.76,1
2018,ha,39.75,1
2019,household,39.71,1
2020,harm,39.650000000000006,2
2021,breathe,39.6,1
2022,existence,39.59,1
2023,mirror,39.56,1
2024,pilot,39.55,1
2025,relief,39.5,1
2026,milk,39.48,1
2027,warning,39.47,1
2028,heaven,39.38,1
2029,literally,39.37,1
2030,quit,39.37,1
2031,seed,39.34,1
2032,calorie,39.34,1
2033,vast,39.26,1
2034,bike,39.19,1
2035,drag,39.17,1
2036,employer,39.17,1
2037,technical,39.16,1
2038,strip,39.09,2
2039,disaster,39.07,1
2040,sale,39.02,1
2041,nearby,39.019999999999996,2
2042,bathroom,38.98,1
2043,agenda,38.89,1
2044,consistent,38.89,1
2045,succeed,38.89,1
2046,enforcement,38.88,1
2047,diet,38.87,1
2048,silence,38.82,1
2049,journalist,38.77,1
2050,bible,38.76,1
2051,divide,38.7,1
2052,queen,38.65,1
2053,expense,38.6,1
2054,defeat,38.519999999999996,2
2055,cream,38.5,1
2056,exposure,38.5,1
2057,priority,38.44,1
2058,soil,38.43,1
2059,angel,38.42,1
2060,principal,38.41,2
2061,journey,38.37,1
2062,relevant,38.3,1
2063,tank,38.3,1
2064,sink,38.29,2
2065,cheese,38.29,1
2066,bedroom,38.25,1
2067,tone,38.22,1
2068,selection,38.21,1
2069,perfectly,38.19,1
2070,wheel,38.19,1
2071,veteran,38.15,1
2072,gap,38.15,1
2073,disagree,38.14,1
2074,fool,38.12,2
2075,resolution,38.11,1
2076,protein,38.11,1
2077,characteristic,38.11,1
2078,till,38.05,2
2079,fewer,38.04,1
2080,mount,38.019999999999996,2
2081,engineer,37.94,1
2082,dish,37.84,1
2083,depression,37.76,1
2084,dude,37.73,1
2085,running,37.71,2
2086,upper,37.68,1
2087,wrap,37.66,1
2088,ceo,37.64,1
2089,initiative,37.61,1
2090,visual,37.61,1
2091,gate,37.58,1
2092,whenever,37.55,1
2093,entry,37.45,1
2094,assistance,37.42,1
2095,gray,37.42,1
2096,height,37.39,1
2097,compete,37.37,1
2098,essentially,37.31,1
2099,phase,37.27,1
2100,recover,37.21,1
2101,criticism,37.2,1
2102,pause,37.17,2
2103,faculty,37.17,1
2104,achievement,37.14,1
2105,alcohol,37.08,1
2106,therapy,37.08,1
2107,ideal,37.06,2
2108,offense,37.05,1
2109,personality,37.01,1
2110,killer,37.01,1
2111,landscape,36.98,1
2112,deeply,36.91,1
2113,reasonable,36.88,1
2114,trap,36.879999999999995,2
2115,transition,36.83,1
2116,suck,36.83,1
2117,fairly,36.8,1
2118,column,36.78,1
2119,wash,36.75,1
2120,button,36.71,1
2121,opponent,36.67,1
2122,pour,36.67,1
2123,immigrant,36.63,1
2124,distribution,36.59,1
2125,golf,36.58,1
2126,unable,36.56,1
2127,pregnant,36.56,1
2128,violent,36.42,1
2129,portion,36.4,1
2130,divorce,36.379999999999995,2
2131,acquire,36.35,1
2132,suicide,36.31,1
2133,deficit,36.28,1
2134,symptom,36.27,1
2135,solar,36.24,1
2136,capable,36.21,1
2137,complaint,36.21,1
2138,analyze,36.2,1
2139,plain,36.18,2
2140,counter,36.17,2
2141,scared,36.12,1
2142,supporter,36.11,1
2143,dig,36.09,1
2144,pretend,36.08,1
2145,twenty,36.08,1
2146,philosophy,36.08,1
2147,childhood,36.07,1
2148,lower,36.04,1
2149,wealth,35.91,1
2150,welfare,35.89,1
2151,poverty,35.88,1
2152,prosecutor,35.86,1
2153,yield,35.86,2
2154,spiritual,35.85,1
2155,evaluate,35.83,1
2156,reward,35.72,2
2157,buck,35.67,1
2158,knife,35.66,1
2159,tech,35.64,1
2160,detective,35.6,1
2161,creature,35.59,1
2162,disorder,35.59,1
2163,rescue,35.58,2
2164,rent,35.54,2
2165,closely,35.54,1
2166,industrial,35.52,1
2167,housing,35.47,1
2168,chip,35.45,1
2169,regardless,35.41,1
2170,numerous,35.41,1
2171,trace,35.29,2
2172,medium,35.25,2
2173,civilian,35.25,2
2174,shooting,35.22,1
2175,layer,35.16,1
2176,bread,35.08,1
2177,exception,35.08,1
2178,passion,35.07,1
2179,highway,35.03,1
2180,pure,34.99,1
2181,commander,34.98,1
2182,alien,34.95,2
2183,extreme,34.92,1
2184,publication,34.9,1
2185,mystery,34.8,1
2186,championship,34.67,1
2187,tale,34.64,1
2188,install,34.64,1
2189,liberty,34.63,1
2190,beneath,34.58,1
2191,passenger,34.58,1
2192,physician,34.53,1
2193,sharp,34.51,1
2194,substance,34.5,1
2195,atmosphere,34.49,1
2196,stir,34.47,1
2197,sudden,34.45,2
2198,pepper,34.44,1
2199,passage,34.44,1
2200,emphasize,34.43,1
2201,cable,34.4,1
2202,recipe,34.34,1
2203,hook,34.31,2
2204,roof,34.24,1
2205,vegetable,34.24,1
2206,beside,34.24,1
2207,accomplish,34.23,1
2208,silent,34.21,1
2209,attribute,34.21,2
2210,discovery,34.17,1
2211,habit,34.17,1
2212,minimum,34.15,2
2213,recovery,34.07,1
2214,dna,34.06,1
2215,territory,34.02,1
2216,girlfriend,34.02,1
2217,consist,34.01,1
2218,surely,34.0,1
2219,proof,33.99,1
2220,nervous,33.98,1
2221,immediate,33.98,1
2222,parking,33.97,1
2223,sin,33.94,1
2224,unusual,33.93,1
2225,rice,33.91,1
2226,engineering,33.87,1
2227,bury,33.77,1
2228,anonymous,33.75,1
2229,cake,33.75,1
2230,flag,33.75,1
2231,brush,33.74,2
2232,pro,33.74,2
2233,contemporary,33.72,1
2234,jail,33.69,1
2235,sacrifice,33.65,2
2236,rural,33.62,1
2237,interpretation,33.58,1
2238,wage,33.57,1
2239,breakfast,33.54,1
2240,severe,33.51,1
2241,profile,33.49,1
2242,saving,33.47,1
2243,brief,33.46,1
2244,adjust,33.44,1
2245,constantly,33.4,1
2246,reduction,33.4,1
2247,bitch,33.39,1
2248,assist,33.39,1
2249,constant,33.32,1
2250,permit,33.32,1
2251,primarily,33.31,1
2252,shout,33.29,1
2253,entertainment,33.29,1
2254,exhibit,33.29,2
2255,teaspoon,33.26,1
2256,academy,33.26,1
2257,usual,33.23,1
2258,ally,33.23,1
2259,clinical,33.21,1
2260,priest,33.2,1
2261,flash,33.2,2
2262,avenue,33.2,1
2263,swear,33.2,1
2264,employment,33.19,1
2265,relax,33.18,1
2266,owe,33.17,1
2267,transform,33.14,1
2268,grass,33.11,1
2269,narrow,33.1,1
2270,downtown,33.09,2
2271,ethnic,33.09,1
2272,scholar,33.08,1
2273,edition,33.07,1
2274,abandon,33.07,1
2275,practical,33.06,1
2276,infection,33.02,1
2277,suggestion,33.01,1
2278,musical,33.01,1
2279,resistance,33.0,1
2280,prince,32.94,1
2281,illness,32.93,1
2282,embrace,32.92,1
2283,republic,32.88,1
2284,evaluation,32.74,1
2285,tune,32.7,2
2286,opposite,32.66,1
2287,awesome,32.65,1
2288,iraqi,32.59,1
2289,iron,32.59,1
2290,perceive,32.57,1
2291,fundamental,32.56,1
2292,phrase,32.55,1
2293,assumption,32.54,1
2294,sand,32.53,1
2295,designer,32.53,1
2296,planning,32.51,1
2297,leading,32.51,1
2298,mode,32.46,1
2299,widely,32.45,1
2300,occasion,32.45,1
2301,pose,32.42,1
2302,approximately,32.42,1
2303,retire,32.4,1
2304,elsewhere,32.39,1
2305,festival,32.38,1
2306,cap,32.34,1
2307,mechanism,32.29,1
2308,attach,32.29,1
2309,intention,32.25,1
2310,yell,32.23,1
2311,scenario,32.23,1
2312,incredible,32.21,1
2313,spanish,32.18,1
2314,strongly,32.17,1
2315,racial,32.12,1
2316,transportation,32.11,1
2317,stem,32.1,2
2318,pot,32.09,1
2319,boyfriend,32.04,1
2320,consideration,31.98,1
2321,retirement,31.97,1
2322,rarely,31.97,1
2323,joint,31.96,1
2324,trigger,31.93,2
2325,enormous,31.92,1
2326,preserve,31.92,1
2327,cigarette,31.9,1
2328,factory,31.85,1
2329,valuable,31.85,1
2330,clip,31.83,1
2331,electric,31.8,1
2332,slave,31.76,1
2333,submit,31.74,1
2334,effectively,31.73,1
2335,resolve,31.67,1
2336,remaining,31.63,1
2337,participation,31.62,1
2338,rid,31.61,1
2339,stream,31.61,1
2340,teen,31.56,1
2341,origin,31.56,1
2342,slice,31.519999999999996,2
2343,pump,31.490000000000002,2
2344,bind,31.49,1
2345,coat,31.49,1
2346,congressional,31.49,1
2347,tower,31.47,1
2348,twitter,31.46,1
2349,license,31.46,1
2350,flood,31.450000000000003,2
2351,impose,31.42,1
2352,innocent,31.41,1
2353,curriculum,31.39,1
2354,mail,31.36,1
2355,insight,31.31,1
2356,investigator,31.3,1
2357,hurricane,31.29,1
